Entity,Day,Total confirmed deaths due to COVID-19 per million people
Africa,2020-01-04,0
Africa,2020-01-05,0
Africa,2020-01-06,0
Africa,2020-01-07,0
Africa,2020-01-08,0
Africa,2020-01-09,0
Africa,2020-01-10,0
Africa,2020-01-11,0
Africa,2020-01-12,0
Africa,2020-01-13,0
Africa,2020-01-14,0
Africa,2020-01-15,0
Africa,2020-01-16,0
Africa,2020-01-17,0
Africa,2020-01-18,0
Africa,2020-01-19,0
Africa,2020-01-20,0
Africa,2020-01-21,0
Africa,2020-01-22,0
Africa,2020-01-23,0
Africa,2020-01-24,0
Africa,2020-01-25,0
Africa,2020-01-26,0
Africa,2020-01-27,0
Africa,2020-01-28,0
Africa,2020-01-29,0
Africa,2020-01-30,0
Africa,2020-01-31,0
Africa,2020-02-01,0
Africa,2020-02-02,0
Africa,2020-02-03,0
Africa,2020-02-04,0
Africa,2020-02-05,0
Africa,2020-02-06,0
Africa,2020-02-07,0
Africa,2020-02-08,0
Africa,2020-02-09,0
Africa,2020-02-10,0
Africa,2020-02-11,0
Africa,2020-02-12,0
Africa,2020-02-13,0
Africa,2020-02-14,0
Africa,2020-02-15,0
Africa,2020-02-16,0
Africa,2020-02-17,0
Africa,2020-02-18,0
Africa,2020-02-19,0
Africa,2020-02-20,0
Africa,2020-02-21,0
Africa,2020-02-22,0
Africa,2020-02-23,0
Africa,2020-02-24,0
Africa,2020-02-25,0
Africa,2020-02-26,0
Africa,2020-02-27,0
Africa,2020-02-28,0
Africa,2020-02-29,0
Africa,2020-03-01,0
Africa,2020-03-02,0
Africa,2020-03-03,0
Africa,2020-03-04,0
Africa,2020-03-05,0.0035312797
Africa,2020-03-06,0.0035312797
Africa,2020-03-07,0.0035312797
Africa,2020-03-08,0.0035312797
Africa,2020-03-09,0.004237536
Africa,2020-03-10,0.004237536
Africa,2020-03-11,0.004237536
Africa,2020-03-12,0.004237536
Africa,2020-03-13,0.0056500477
Africa,2020-03-14,0.0063563036
Africa,2020-03-15,0.0063563036
Africa,2020-03-16,0.0063563036
Africa,2020-03-17,0.0077688154
Africa,2020-03-18,0.009887584
Africa,2020-03-19,0.010593839
Africa,2020-03-20,0.011300095
Africa,2020-03-21,0.014831374
Africa,2020-03-22,0.01906891
Africa,2020-03-23,0.026837725
Africa,2020-03-24,0.031075262
Africa,2020-03-25,0.036019053
Africa,2020-03-26,0.039550334
Africa,2020-03-27,0.04873166
Africa,2020-03-28,0.070625596
Africa,2020-03-29,0.098875836
Africa,2020-03-30,0.10452588
Africa,2020-03-31,0.2260019
Africa,2020-04-01,0.28462115
Africa,2020-04-02,0.30863383
Africa,2020-04-03,0.33900285
Africa,2020-04-04,0.37290314
Africa,2020-04-05,0.40609717
Africa,2020-04-06,0.44140998
Africa,2020-04-07,0.4696602
Africa,2020-04-08,0.502148
Africa,2020-04-09,0.5254544
Africa,2020-04-10,0.562886
Africa,2020-04-11,0.60808635
Africa,2020-04-12,0.6561118
Africa,2020-04-13,0.6956621
Africa,2020-04-14,0.7309749
Africa,2020-04-15,0.9025951
Africa,2020-04-16,0.9251953
Africa,2020-04-17,0.9619206
Africa,2020-04-18,0.9958209
Africa,2020-04-19,1.0360775
Africa,2020-04-20,1.0636214
Africa,2020-04-21,1.0911654
Africa,2020-04-22,1.1151781
Africa,2020-04-23,1.1455472
Africa,2020-04-24,1.1829787
Africa,2020-04-25,1.208404
Africa,2020-04-26,1.2359478
Africa,2020-04-27,1.2663169
Africa,2020-04-28,1.3016297
Africa,2020-04-29,1.3348237
Africa,2020-04-30,1.3821429
Africa,2020-05-01,1.4167495
Africa,2020-05-02,1.459831
Africa,2020-05-03,1.5078565
Africa,2020-05-04,1.5318692
Africa,2020-05-05,1.5996697
Africa,2020-05-06,1.642045
Africa,2020-05-07,1.6780641
Africa,2020-05-08,1.7232645
Africa,2020-05-09,1.779765
Africa,2020-05-10,1.8235528
Africa,2020-05-11,1.8666345
Africa,2020-05-12,1.9075973
Africa,2020-05-13,1.9513851
Africa,2020-05-14,2.0001168
Africa,2020-05-15,2.0537922
Africa,2020-05-16,2.096874
Africa,2020-05-17,2.147018
Africa,2020-05-18,2.188687
Africa,2020-05-19,2.2345939
Africa,2020-05-20,2.2861505
Africa,2020-05-21,2.362426
Africa,2020-05-22,2.419633
Africa,2020-05-23,2.4782522
Africa,2020-05-24,2.5262775
Africa,2020-05-25,2.599022
Africa,2020-05-26,2.6922476
Africa,2020-05-27,2.773467
Africa,2020-05-28,2.8349113
Africa,2020-05-29,2.8970618
Africa,2020-05-30,2.993819
Africa,2020-05-31,3.0955198
Africa,2020-06-01,3.200752
Africa,2020-06-02,3.3702533
Africa,2020-06-03,3.545405
Africa,2020-06-04,3.675356
Africa,2020-06-05,3.8886452
Africa,2020-06-06,4.0793343
Africa,2020-06-07,4.2784986
Africa,2020-06-08,4.410568
Africa,2020-06-09,4.5546446
Africa,2020-06-10,4.737565
Africa,2020-06-11,4.8604536
Africa,2020-06-12,5.0271297
Africa,2020-06-13,5.214994
Africa,2020-06-14,5.361895
Africa,2020-06-15,5.51374
Africa,2020-06-16,5.7270293
Africa,2020-06-17,5.9516187
Africa,2020-06-18,6.117589
Africa,2020-06-19,6.363366
Africa,2020-06-20,6.633156
Africa,2020-06-21,6.8556266
Africa,2020-06-22,7.1317725
Africa,2020-06-23,7.2998614
Africa,2020-06-24,7.4969068
Africa,2020-06-25,7.7617526
Africa,2020-06-26,7.9587984
Africa,2020-06-27,8.1622
Africa,2020-06-28,8.395265
Africa,2020-06-29,8.60361
Africa,2020-06-30,8.811249
Africa,2020-07-01,9.047845
Africa,2020-07-02,9.206046
Africa,2020-07-03,9.364954
Africa,2020-07-04,9.545049
Africa,2020-07-05,9.684181
Africa,2020-07-06,9.875577
Africa,2020-07-07,10.155254
Africa,2020-07-08,10.377725
Africa,2020-07-09,10.550757
Africa,2020-07-10,10.729441
Africa,2020-07-11,10.92013
Africa,2020-07-12,11.092456
Africa,2020-07-13,11.283145
Africa,2020-07-14,11.453353
Africa,2020-07-15,11.663817
Africa,2020-07-16,11.848149
Africa,2020-07-17,12.089689
Africa,2020-07-18,12.269785
Africa,2020-07-19,12.46683
Africa,2020-07-20,12.615144
Africa,2020-07-21,12.789589
Africa,2020-07-22,13.013472
Africa,2020-07-23,13.4965515
Africa,2020-07-24,13.697127
Africa,2020-07-25,13.95703
Africa,2020-07-26,14.255776
Africa,2020-07-27,14.423159
Africa,2020-07-28,14.710605
Africa,2020-07-29,14.969094
Africa,2020-07-30,15.221934
Africa,2020-07-31,15.540456
Africa,2020-08-01,15.760101
Africa,2020-08-02,15.963503
Africa,2020-08-03,16.208574
Africa,2020-08-04,16.429632
Africa,2020-08-05,16.750273
Africa,2020-08-06,17.132357
Africa,2020-08-07,17.44664
Africa,2020-08-08,17.743269
Africa,2020-08-09,18.037071
Africa,2020-08-10,18.275785
Africa,2020-08-11,18.501787
Africa,2020-08-12,18.685413
Africa,2020-08-13,18.977804
Africa,2020-08-14,19.253242
Africa,2020-08-15,19.539984
Africa,2020-08-16,19.696772
Africa,2020-08-17,19.89311
Africa,2020-08-18,20.066143
Africa,2020-08-19,20.34794
Africa,2020-08-20,20.569704
Africa,2020-08-21,20.797825
Africa,2020-08-22,21.048546
Africa,2020-08-23,21.23853
Africa,2020-08-24,21.361418
Africa,2020-08-25,21.522444
Africa,2020-08-26,21.711014
Africa,2020-08-27,21.931366
Africa,2020-08-28,22.110048
Africa,2020-08-29,22.278843
Africa,2020-08-30,22.509083
Africa,2020-08-31,22.619259
Africa,2020-09-01,22.781698
Africa,2020-09-02,22.949787
Africa,2020-09-03,23.12635
Africa,2020-09-04,23.332577
Africa,2020-09-05,23.502785
Africa,2020-09-06,23.65463
Africa,2020-09-07,23.815657
Africa,2020-09-08,23.968914
Africa,2020-09-09,24.124996
Africa,2020-09-10,24.26413
Africa,2020-09-11,24.414562
Africa,2020-09-12,24.57347
Africa,2020-09-13,24.676582
Africa,2020-09-14,24.766983
Africa,2020-09-15,24.884928
Africa,2020-09-16,25.074911
Africa,2020-09-17,25.20133
Africa,2020-09-18,25.326338
Africa,2020-09-19,25.474651
Africa,2020-09-20,25.605309
Africa,2020-09-21,25.685822
Africa,2020-09-22,25.783993
Africa,2020-09-23,25.950668
Africa,2020-09-24,26.095451
Africa,2020-09-25,26.212688
Africa,2020-09-26,26.534742
Africa,2020-09-27,26.6654
Africa,2020-09-28,26.747326
Africa,2020-09-29,26.958496
Africa,2020-09-30,27.108221
Africa,2020-10-01,27.327162
Africa,2020-10-02,27.495956
Africa,2020-10-03,27.592007
Africa,2020-10-04,27.66687
Africa,2020-10-05,27.790464
Africa,2020-10-06,27.882278
Africa,2020-10-07,28.043304
Africa,2020-10-08,28.209274
Africa,2020-10-09,28.415503
Africa,2020-10-10,28.584297
Africa,2020-10-11,28.695179
Africa,2020-10-12,28.772161
Africa,2020-10-13,28.84985
Africa,2020-10-14,28.96497
Africa,2020-10-15,29.053251
Africa,2020-10-16,29.135176
Africa,2020-10-17,29.236877
Africa,2020-10-18,29.403553
Africa,2020-10-19,29.492542
Africa,2020-10-20,29.61543
Africa,2020-10-21,29.823776
Africa,2020-10-22,29.952314
Africa,2020-10-23,30.080853
Africa,2020-10-24,30.209393
Africa,2020-10-25,30.339342
Africa,2020-10-26,30.4813
Africa,2020-10-27,30.60207
Africa,2020-10-28,30.833015
Africa,2020-10-29,30.938953
Africa,2020-10-30,31.036417
Africa,2020-10-31,31.203094
Africa,2020-11-01,31.347876
Africa,2020-11-02,31.470764
Africa,2020-11-03,31.59648
Africa,2020-11-04,31.779398
Africa,2020-11-05,32.10922
Africa,2020-11-06,32.275898
Africa,2020-11-07,32.527325
Africa,2020-11-08,32.67493
Africa,2020-11-09,32.808414
Africa,2020-11-10,32.999104
Africa,2020-11-11,33.1792
Africa,2020-11-12,33.384014
Africa,2020-11-13,33.53868
Africa,2020-11-14,33.71242
Africa,2020-11-15,33.862854
Africa,2020-11-16,34.079674
Africa,2020-11-17,34.23364
Africa,2020-11-18,34.383366
Africa,2020-11-19,34.589592
Africa,2020-11-20,34.77463
Africa,2020-11-21,35.011932
Africa,2020-11-22,35.18355
Africa,2020-11-23,35.386955
Africa,2020-11-24,35.581173
Africa,2020-11-25,35.84037
Africa,2020-11-26,36.043064
Africa,2020-11-27,36.259182
Africa,2020-11-28,36.486595
Africa,2020-11-29,36.646915
Africa,2020-11-30,36.81218
Africa,2020-12-01,36.997925
Africa,2020-12-02,37.21545
Africa,2020-12-03,37.414616
Africa,2020-12-04,37.642735
Africa,2020-12-05,37.911114
Africa,2020-12-06,38.101803
Africa,2020-12-07,38.324978
Africa,2020-12-08,38.49589
Africa,2020-12-09,38.791107
Africa,2020-12-10,39.032646
Africa,2020-12-11,39.301025
Africa,2020-12-12,39.57152
Africa,2020-12-13,39.80529
Africa,2020-12-14,40.060955
Africa,2020-12-15,40.296844
Africa,2020-12-16,40.581467
Africa,2020-12-17,40.8223
Africa,2020-12-18,41.08291
Africa,2020-12-19,41.472763
Africa,2020-12-20,41.743965
Africa,2020-12-21,41.98197
Africa,2020-12-22,42.27295
Africa,2020-12-23,42.6402
Africa,2020-12-24,43.078083
Africa,2020-12-25,43.464405
Africa,2020-12-26,43.83872
Africa,2020-12-27,44.140995
Africa,2020-12-28,44.44963
Africa,2020-12-29,44.831715
Africa,2020-12-30,45.341633
Africa,2020-12-31,45.845898
Africa,2021-01-01,46.335335
Africa,2021-01-02,46.806408
Africa,2021-01-03,47.16589
Africa,2021-01-04,47.60165
Africa,2021-01-05,48.084023
Africa,2021-01-06,48.668804
Africa,2021-01-07,49.446392
Africa,2021-01-08,49.924526
Africa,2021-01-09,50.570045
Africa,2021-01-10,51.06513
Africa,2021-01-11,51.49665
Africa,2021-01-12,52.003742
Africa,2021-01-13,52.7552
Africa,2021-01-14,53.550446
Africa,2021-01-15,54.294838
Africa,2021-01-16,54.944595
Africa,2021-01-17,55.427673
Africa,2021-01-18,55.85213
Africa,2021-01-19,56.374054
Africa,2021-01-20,57.21874
Africa,2021-01-21,57.88474
Africa,2021-01-22,58.59523
Africa,2021-01-23,59.290894
Africa,2021-01-24,59.848835
Africa,2021-01-25,60.301544
Africa,2021-01-26,60.741543
Africa,2021-01-27,61.455566
Africa,2021-01-28,62.257168
Africa,2021-01-29,62.884323
Africa,2021-01-30,63.483932
Africa,2021-01-31,63.900627
Africa,2021-02-01,64.266464
Africa,2021-02-02,64.6316
Africa,2021-02-03,65.23898
Africa,2021-02-04,65.74889
Africa,2021-02-05,66.133804
Africa,2021-02-06,66.5392
Africa,2021-02-07,66.91987
Africa,2021-02-08,67.172005
Africa,2021-02-09,67.48064
Africa,2021-02-10,67.98773
Africa,2021-02-11,68.37193
Africa,2021-02-12,68.745544
Africa,2021-02-13,69.13328
Africa,2021-02-14,69.37764
Africa,2021-02-15,69.588104
Africa,2021-02-16,69.90592
Africa,2021-02-17,70.227264
Africa,2021-02-18,70.52036
Africa,2021-02-19,70.85301
Africa,2021-02-20,71.13268
Africa,2021-02-21,71.33891
Africa,2021-02-22,71.57975
Africa,2021-02-23,71.78809
Africa,2021-02-24,72.12568
Africa,2021-02-25,72.37923
Africa,2021-02-26,72.61371
Africa,2021-02-27,72.85525
Africa,2021-02-28,73.0982
Africa,2021-03-01,73.259926
Africa,2021-03-02,73.48946
Africa,2021-03-03,73.7642
Africa,2021-03-04,73.98243
Africa,2021-03-05,74.21549
Africa,2021-03-06,74.4302
Africa,2021-03-07,74.61241
Africa,2021-03-08,74.769196
Africa,2021-03-09,74.98955
Africa,2021-03-10,75.20213
Africa,2021-03-11,75.42884
Africa,2021-03-12,75.61883
Africa,2021-03-13,75.807396
Africa,2021-03-14,75.9882
Africa,2021-03-15,76.18453
Africa,2021-03-16,76.3837
Africa,2021-03-17,76.61606
Africa,2021-03-18,76.905624
Africa,2021-03-19,77.08925
Africa,2021-03-20,77.50029
Africa,2021-03-21,77.64295
Africa,2021-03-22,77.78209
Africa,2021-03-23,77.97278
Africa,2021-03-24,78.20302
Africa,2021-03-25,78.465034
Africa,2021-03-26,78.71293
Africa,2021-03-27,78.91492
Africa,2021-03-28,79.055466
Africa,2021-03-29,79.182594
Africa,2021-03-30,79.398
Africa,2021-03-31,79.592926
Africa,2021-04-01,79.82458
Africa,2021-04-02,79.998314
Africa,2021-04-03,80.19042
Africa,2021-04-04,80.321785
Africa,2021-04-05,80.51035
Africa,2021-04-06,80.66856
Africa,2021-04-07,80.85289
Africa,2021-04-08,81.09937
Africa,2021-04-09,81.29853
Africa,2021-04-10,81.497696
Africa,2021-04-11,81.66579
Africa,2021-04-12,81.869896
Africa,2021-04-13,82.061295
Africa,2021-04-14,82.25763
Africa,2021-04-15,82.5479
Africa,2021-04-16,82.76119
Africa,2021-04-17,82.98931
Africa,2021-04-18,83.2139
Africa,2021-04-19,83.40459
Africa,2021-04-20,83.57339
Africa,2021-04-21,83.85659
Africa,2021-04-22,84.1391
Africa,2021-04-23,84.34391
Africa,2021-04-24,84.58333
Africa,2021-04-25,84.75495
Africa,2021-04-26,84.96612
Africa,2021-04-27,85.17235
Africa,2021-04-28,85.42024
Africa,2021-04-29,85.718285
Africa,2021-04-30,85.90615
Africa,2021-05-01,86.101074
Africa,2021-05-02,86.307304
Africa,2021-05-03,86.48033
Africa,2021-05-04,86.67314
Africa,2021-05-05,86.92316
Africa,2021-05-06,87.165405
Africa,2021-05-07,87.38858
Africa,2021-05-08,87.61529
Africa,2021-05-09,87.802444
Africa,2021-05-10,87.9557
Africa,2021-05-11,88.14639
Africa,2021-05-12,88.380165
Africa,2021-05-13,88.64854
Africa,2021-05-14,88.80815
Africa,2021-05-15,88.99178
Africa,2021-05-16,89.171875
Africa,2021-05-17,89.3216
Africa,2021-05-18,89.505936
Africa,2021-05-19,89.79056
Africa,2021-05-20,90.07659
Africa,2021-05-21,90.247505
Africa,2021-05-22,90.491165
Africa,2021-05-23,90.64936
Africa,2021-05-24,90.79414
Africa,2021-05-25,90.97283
Africa,2021-05-26,91.1388
Africa,2021-05-27,91.37963
Africa,2021-05-28,91.57244
Africa,2021-05-29,91.80197
Africa,2021-05-30,91.97571
Africa,2021-05-31,92.14945
Africa,2021-06-01,92.36415
Africa,2021-06-02,92.57038
Africa,2021-06-03,92.831696
Africa,2021-06-04,93.008965
Africa,2021-06-05,93.20601
Africa,2021-06-06,93.3967
Africa,2021-06-07,93.54501
Africa,2021-06-08,93.765366
Africa,2021-06-09,94.03021
Africa,2021-06-10,94.289406
Africa,2021-06-11,94.51188
Africa,2021-06-12,94.80639
Africa,2021-06-13,94.98083
Africa,2021-06-14,95.21178
Africa,2021-06-15,95.515465
Africa,2021-06-16,95.82693
Africa,2021-06-17,96.09036
Africa,2021-06-18,96.42088
Africa,2021-06-19,96.78673
Africa,2021-06-20,97.06923
Africa,2021-06-21,97.33054
Africa,2021-06-22,97.64412
Africa,2021-06-23,98.12296
Africa,2021-06-24,98.482445
Africa,2021-06-25,98.8391
Africa,2021-06-26,99.25792
Africa,2021-06-27,99.6061
Africa,2021-06-28,99.90202
Africa,2021-06-29,100.2834
Africa,2021-06-30,100.67608
Africa,2021-07-01,101.20577
Africa,2021-07-02,102.27716
Africa,2021-07-03,102.77648
Africa,2021-07-04,103.124664
Africa,2021-07-05,103.58373
Africa,2021-07-06,104.098595
Africa,2021-07-07,104.70315
Africa,2021-07-08,105.31901
Africa,2021-07-09,105.93204
Africa,2021-07-10,106.581085
Africa,2021-07-11,107.065575
Africa,2021-07-12,107.50558
Africa,2021-07-13,108.026085
Africa,2021-07-14,108.78955
Africa,2021-07-15,109.48733
Africa,2021-07-16,110.15262
Africa,2021-07-17,110.853226
Africa,2021-07-18,111.40552
Africa,2021-07-19,111.81444
Africa,2021-07-20,112.32577
Africa,2021-07-21,113.11395
Africa,2021-07-22,113.77077
Africa,2021-07-23,114.433945
Africa,2021-07-24,115.30759
Africa,2021-07-25,115.98135
Africa,2021-07-26,116.56684
Africa,2021-07-27,117.171394
Africa,2021-07-28,117.76394
Africa,2021-07-29,118.60792
Africa,2021-07-30,119.36714
Africa,2021-07-31,119.987236
Africa,2021-08-01,120.55154
Africa,2021-08-02,121.08617
Africa,2021-08-03,121.69073
Africa,2021-08-04,122.468315
Africa,2021-08-05,123.13925
Africa,2021-08-06,124.21347
Africa,2021-08-07,125.026375
Africa,2021-08-08,125.55959
Africa,2021-08-09,126.04197
Africa,2021-08-10,126.470665
Africa,2021-08-11,127.11548
Africa,2021-08-12,127.86199
Africa,2021-08-13,128.71373
Africa,2021-08-14,129.4101
Africa,2021-08-15,129.88753
Africa,2021-08-16,130.36496
Africa,2021-08-17,130.87982
Africa,2021-08-18,131.55641
Africa,2021-08-19,132.31422
Africa,2021-08-20,132.8771
Africa,2021-08-21,133.43364
Africa,2021-08-22,133.87859
Africa,2021-08-23,134.30586
Africa,2021-08-24,134.79318
Africa,2021-08-25,135.42528
Africa,2021-08-26,136.09834
Africa,2021-08-27,136.63863
Africa,2021-08-28,137.2566
Africa,2021-08-29,137.82867
Africa,2021-08-30,138.23053
Africa,2021-08-31,138.65076
Africa,2021-09-01,139.25389
Africa,2021-09-02,139.7278
Africa,2021-09-03,140.27797
Africa,2021-09-04,140.73985
Africa,2021-09-05,141.0831
Africa,2021-09-06,141.34088
Africa,2021-09-07,141.72508
Africa,2021-09-08,142.18768
Africa,2021-09-09,142.61568
Africa,2021-09-10,142.97021
Africa,2021-09-11,143.39397
Africa,2021-09-12,143.64468
Africa,2021-09-13,143.89894
Africa,2021-09-14,144.22806
Africa,2021-09-15,144.6617
Africa,2021-09-16,144.9887
Africa,2021-09-17,145.3842
Africa,2021-09-18,145.6674
Africa,2021-09-19,145.93861
Africa,2021-09-20,146.1307
Africa,2021-09-21,146.3546
Africa,2021-09-22,146.6936
Africa,2021-09-23,146.998
Africa,2021-09-24,147.30804
Africa,2021-09-25,147.71484
Africa,2021-09-26,147.89212
Africa,2021-09-27,148.10258
Africa,2021-09-28,148.38791
Africa,2021-09-29,148.7029
Africa,2021-09-30,148.98328
Africa,2021-10-01,149.21634
Africa,2021-10-02,149.40915
Africa,2021-10-03,149.56523
Africa,2021-10-04,149.73756
Africa,2021-10-05,149.87527
Africa,2021-10-06,150.08434
Africa,2021-10-07,150.35059
Africa,2021-10-08,150.56035
Africa,2021-10-09,150.76517
Africa,2021-10-10,150.9043
Africa,2021-10-11,151.05331
Africa,2021-10-12,151.2087
Africa,2021-10-13,151.3895
Africa,2021-10-14,151.56465
Africa,2021-10-15,151.71931
Africa,2021-10-16,151.86127
Africa,2021-10-17,151.97427
Africa,2021-10-18,152.11905
Africa,2021-10-19,152.23488
Africa,2021-10-20,152.36412
Africa,2021-10-21,152.59436
Africa,2021-10-22,152.77306
Africa,2021-10-23,152.91713
Africa,2021-10-24,153.01811
Africa,2021-10-25,153.141
Africa,2021-10-26,153.27025
Africa,2021-10-27,153.42421
Africa,2021-10-28,153.60078
Africa,2021-10-29,153.7512
Africa,2021-10-30,153.86986
Africa,2021-10-31,153.95462
Africa,2021-11-01,154.05772
Africa,2021-11-02,154.17355
Africa,2021-11-03,154.28796
Africa,2021-11-04,154.41933
Africa,2021-11-05,154.61214
Africa,2021-11-06,154.73149
Africa,2021-11-07,154.82684
Africa,2021-11-08,154.94762
Africa,2021-11-09,155.04932
Africa,2021-11-10,155.16443
Africa,2021-11-11,155.29015
Africa,2021-11-12,155.42009
Africa,2021-11-13,155.54935
Africa,2021-11-14,155.65457
Africa,2021-11-15,155.78453
Africa,2021-11-16,155.88481
Africa,2021-11-17,155.995
Africa,2021-11-18,156.12494
Africa,2021-11-19,156.25983
Africa,2021-11-20,156.34741
Africa,2021-11-21,156.43004
Africa,2021-11-22,156.54163
Africa,2021-11-23,156.63203
Africa,2021-11-24,156.77469
Africa,2021-11-25,156.91736
Africa,2021-11-26,157.07626
Africa,2021-11-27,157.16313
Africa,2021-11-28,157.23517
Africa,2021-11-29,157.34393
Africa,2021-11-30,157.44069
Africa,2021-12-01,157.5664
Africa,2021-12-02,157.68011
Africa,2021-12-03,157.83267
Africa,2021-12-04,157.92094
Africa,2021-12-05,157.98946
Africa,2021-12-06,158.08621
Africa,2021-12-07,158.1632
Africa,2021-12-08,158.2649
Africa,2021-12-09,158.36871
Africa,2021-12-10,158.46617
Africa,2021-12-11,158.55516
Africa,2021-12-12,158.66252
Africa,2021-12-13,158.78612
Africa,2021-12-14,158.89064
Africa,2021-12-15,158.97963
Africa,2021-12-16,159.0884
Africa,2021-12-17,159.1802
Africa,2021-12-18,159.2819
Africa,2021-12-19,159.37018
Africa,2021-12-20,159.45564
Africa,2021-12-21,159.65904
Africa,2021-12-22,159.79889
Africa,2021-12-23,159.95638
Africa,2021-12-24,160.10117
Africa,2021-12-25,160.25513
Africa,2021-12-26,160.354
Africa,2021-12-27,160.47054
Africa,2021-12-28,160.62592
Africa,2021-12-29,160.76857
Africa,2021-12-30,160.93808
Africa,2021-12-31,161.1436
Africa,2022-01-01,161.32935
Africa,2022-01-02,161.45787
Africa,2022-01-03,161.58006
Africa,2022-01-04,161.7757
Africa,2022-01-05,162.01582
Africa,2022-01-06,162.21852
Africa,2022-01-07,162.7595
Africa,2022-01-08,163.04413
Africa,2022-01-09,163.23552
Africa,2022-01-10,163.42409
Africa,2022-01-11,163.67482
Africa,2022-01-12,163.934
Africa,2022-01-13,164.24901
Africa,2022-01-14,164.48135
Africa,2022-01-15,164.74902
Africa,2022-01-16,164.97504
Africa,2022-01-17,165.17984
Africa,2022-01-18,165.40938
Africa,2022-01-19,165.65375
Africa,2022-01-20,165.92282
Africa,2022-01-21,166.1785
Africa,2022-01-22,166.45464
Africa,2022-01-23,166.67923
Africa,2022-01-24,166.89958
Africa,2022-01-25,167.14111
Africa,2022-01-26,167.41302
Africa,2022-01-27,167.63126
Africa,2022-01-28,167.89116
Africa,2022-01-29,168.15318
Africa,2022-01-30,168.37706
Africa,2022-01-31,168.584
Africa,2022-02-01,168.8093
Africa,2022-02-02,169.18643
Africa,2022-02-03,169.46399
Africa,2022-02-04,169.72037
Africa,2022-02-05,170.01982
Africa,2022-02-06,170.21828
Africa,2022-02-07,170.39272
Africa,2022-02-08,170.72183
Africa,2022-02-09,171.13712
Africa,2022-02-10,171.44504
Africa,2022-02-11,171.74167
Africa,2022-02-12,172.00227
Africa,2022-02-13,172.25583
Africa,2022-02-14,172.39143
Africa,2022-02-15,172.67958
Africa,2022-02-16,173.00021
Africa,2022-02-17,173.18173
Africa,2022-02-18,173.63655
Africa,2022-02-19,173.98262
Africa,2022-02-20,174.35623
Africa,2022-02-21,174.49184
Africa,2022-02-22,174.74326
Africa,2022-02-23,174.92476
Africa,2022-02-24,175.10204
Africa,2022-02-25,175.20868
Africa,2022-02-26,175.37889
Africa,2022-02-27,175.48483
Africa,2022-02-28,175.59288
Africa,2022-03-01,175.80264
Africa,2022-03-02,175.88457
Africa,2022-03-03,175.97003
Africa,2022-03-04,176.71936
Africa,2022-03-05,176.78857
Africa,2022-03-06,176.83519
Africa,2022-03-07,176.90723
Africa,2022-03-08,177.00893
Africa,2022-03-09,177.06967
Africa,2022-03-10,177.13535
Africa,2022-03-11,177.18408
Africa,2022-03-12,177.23422
Africa,2022-03-13,177.25188
Africa,2022-03-14,177.2886
Africa,2022-03-15,177.31262
Africa,2022-03-16,177.3338
Africa,2022-03-17,177.38042
Africa,2022-03-18,177.4341
Africa,2022-03-19,177.52873
Africa,2022-03-20,177.54427
Africa,2022-03-21,177.64738
Africa,2022-03-22,177.6601
Africa,2022-03-23,177.68129
Africa,2022-03-24,177.6947
Africa,2022-03-25,177.72437
Africa,2022-03-26,177.77805
Africa,2022-03-27,177.80205
Africa,2022-03-28,177.92352
Africa,2022-03-29,177.93765
Africa,2022-03-30,177.94754
Africa,2022-03-31,177.98145
Africa,2022-04-01,177.99768
Africa,2022-04-02,178.05489
Africa,2022-04-03,178.06337
Africa,2022-04-04,178.15166
Africa,2022-04-05,178.17708
Africa,2022-04-06,178.19049
Africa,2022-04-07,178.19543
Africa,2022-04-08,178.2025
Africa,2022-04-09,178.25476
Africa,2022-04-10,178.26607
Africa,2022-04-11,178.32962
Africa,2022-04-12,178.33528
Africa,2022-04-13,178.35788
Africa,2022-04-14,178.36989
Africa,2022-04-15,178.37624
Africa,2022-04-16,178.41226
Africa,2022-04-17,178.41791
Africa,2022-04-18,178.4391
Africa,2022-04-19,178.46664
Africa,2022-04-20,178.47865
Africa,2022-04-21,178.49207
Africa,2022-04-22,178.55069
Africa,2022-04-23,178.58952
Africa,2022-04-24,178.60153
Africa,2022-04-25,178.6206
Africa,2022-04-26,178.64885
Africa,2022-04-27,178.6651
Africa,2022-04-28,178.67145
Africa,2022-04-29,178.67287
Africa,2022-04-30,178.70465
Africa,2022-05-01,178.70818
Africa,2022-05-02,178.72018
Africa,2022-05-03,178.73007
Africa,2022-05-04,178.73502
Africa,2022-05-05,178.80565
Africa,2022-05-06,178.80705
Africa,2022-05-07,178.88475
Africa,2022-05-08,178.89464
Africa,2022-05-09,178.90947
Africa,2022-05-10,178.925
Africa,2022-05-11,178.9469
Africa,2022-05-12,178.98291
Africa,2022-05-13,178.99916
Africa,2022-05-14,179.09521
Africa,2022-05-15,179.14182
Africa,2022-05-16,179.151
Africa,2022-05-17,179.16653
Africa,2022-05-18,179.19902
Africa,2022-05-19,179.23999
Africa,2022-05-20,179.26541
Africa,2022-05-21,179.29013
Africa,2022-05-22,179.30638
Africa,2022-05-23,179.31767
Africa,2022-05-24,179.33745
Africa,2022-05-25,179.37488
Africa,2022-05-26,179.40526
Africa,2022-05-27,179.44127
Africa,2022-05-28,179.47942
Africa,2022-05-29,179.4907
Africa,2022-05-30,179.50342
Africa,2022-05-31,179.51897
